id,title,original_language,popularity,release_date,vote_average,vote_count
8981,Bank Robbers: The Last Great Heist,es,13.9,8/10/2022,6.5,58
8982,Accused,en,22.144,10/5/2023,6.8,31
8983,Detective Conan: The Private Eyes' Requiem,ja,13.375,4/15/2006,7,121
8984,Pain and Glory,es,12.832,3/22/2019,7.4,1684
8985,Ice Princess,en,15.573,3/17/2005,6.4,853
8986,My Week with Marilyn,en,20.075,11/23/2011,6.7,1223
8987,About Cherry,en,15.812,2/14/2012,4.5,268
8988,Nurse 3-D,en,16.326,9/28/2013,5.3,421
8989,The Five Devils,fr,17.11,8/31/2022,7,144
8990,The Walk,en,16.577,9/30/2015,7,3023
8991,Domino,en,11.322,10/14/2005,5.9,1130
8992,The Good Neighbor,en,20.654,6/17/2022,6.8,118
8993,Back to School,en,16.521,6/13/1986,6.3,397
8994,The Interpreter,en,15.322,4/8/2005,6.3,1345
8995,Psycho-Pass 3: First Inspector,ja,10.874,3/27/2020,7.6,83
8996,Second Origin,ca,13.546,10/9/2015,4.8,14
8997,Maniac,en,14.074,12/26/2012,6,863
8998,The Professor,en,18.329,5/17/2018,6.9,1034
8999,Rolling to You,fr,9.482,3/14/2018,6.5,733
9000,Housesitter,en,13.82,6/12/1992,6.1,402
9001,Fading Gigolo,en,13.074,9/7/2013,5.8,550
9002,Clouds,en,16.135,10/9/2020,8.3,968
9003,Dear Dictator,en,14.628,3/16/2018,5.5,145
9004,Being James Bond,en,14.741,8/29/2021,7.8,70
9005,Infinitum: Subject Unknown,en,22.119,8/6/2021,5.3,18
9006,Piranhaconda,en,13.823,6/16/2012,5.1,142
9007,Timecrimes,es,16.772,10/5/2007,7,1160
9008,Till We Meet Again,zh,16.394,11/24/2021,6.4,25
9009,Queen Margot,fr,15.82,5/13/1994,7.2,333
9010,Sunod,tl,16.071,12/25/2019,6.5,23
9011,Sofia the First: Once Upon a Princess,en,11.792,11/18/2012,7.3,89
9012,The Hidden Fortress,ja,13.27,12/28/1958,8,554
9013,The Night of the Hunter,en,17.32,8/26/1955,7.9,1443
9014,The Turning,en,14.58,1/23/2020,5.8,921
9015,Take Me Home Tonight,en,22.106,3/4/2011,6,623
9016,Even Lambs Have Teeth,en,14.573,10/3/2015,5.8,107
9017,Remo Williams: The Adventure Begins,en,11.318,10/11/1985,6.2,229
9018,Highlander: The Source,en,11.32,2/6/2007,4,185
9019,The Fog,en,18.319,10/14/2005,4.5,675
9020,The Fog,en,18.319,10/14/2005,4.5,675
9021,Hubba,bn,22.096,1/19/2024,0,0
9022,A Sunburnt Christmas,en,12.183,12/11/2020,7.4,10
9023,Rookie of the Year,en,10.617,7/7/1993,6.1,319
9024,Goodnight Mommy,de,18.821,10/7/2014,6.7,1473
9025,Chisum,en,13.067,7/23/1970,6.7,172
9026,The Love Witch,en,15.773,11/11/2016,6.4,477
9027,Cabin Fever,en,17.268,8/15/2003,5.7,1205
9028,Afterlife of the Party,en,16.338,9/2/2021,6.8,430
9029,6-Headed Shark Attack,en,17.165,8/18/2018,4.8,78
9030,Running Scared,en,13.567,1/6/2006,7,962
9031,On the Count of Three,en,13.157,5/13/2022,6.5,67
9032,Very Bad Things,en,13.067,9/11/1998,6.3,568
9033,Shimmer Lake,en,11.322,6/9/2017,5.9,390
9034,A Hologram for the King,en,10.571,4/22/2016,5.8,1063
9035,Love Exposure,ja,12.317,1/31/2009,8,402
9036,Hombre,en,22.071,3/21/1967,7,189
9037,Trash,pt,22.068,10/9/2014,7.1,572
9038,Caged Wings,es,16.956,8/25/2023,5.6,15
9039,Dreamgirls,en,17.316,12/25/2006,6.8,937
9040,Minions: Orientation Day,en,18.116,12/13/2010,6.8,178
9041,Old Yeller,en,12.564,12/25/1957,6.9,246
9042,Pathology,en,15.564,4/11/2008,5.7,434
9043,Agent Cody Banks,en,14.563,3/14/2003,5.5,1020
9044,Resurrection,en,15.548,7/29/2022,6.1,162
9045,Kiss Me Much,ko,13.683,8/31/2001,5.3,4
9046,Much Ado About Nothing,en,14.812,5/7/1993,7,664
9047,The Sucker,fr,10.563,3/24/1965,7.4,612
9048,S.M.A.R.T. Chase,en,10.468,9/30/2017,5,95
9049,In the Cut,en,10.562,10/22/2003,5.1,388
9050,No One Lives,en,13.314,3/9/2013,5.9,566
9051,The Beanie Bubble,en,13.024,7/21/2023,6.7,85
9052,Death Note: Light Up the New World,ja,12.567,10/29/2016,6.3,137
9053,Fighting,en,14.312,4/24/2009,5.9,622
9054,The Thief Lord,en,9.441,1/4/2006,5.9,171
9055,Adulterers,en,15.525,1/5/2016,5.9,82
9056,Hachiko,ja,12.06,8/1/1987,7.7,139
9057,Catch and Release,en,12.312,10/20/2006,5.9,536
9058,Symbol,ja,14.862,9/12/2009,6.7,104
9059,Purple Noon,fr,14.061,3/10/1960,7.6,413
9060,Purple Noon,fr,14.061,3/10/1960,7.6,413
9061,The Fan,en,15.31,8/15/1996,6,732
9062,Ghost in the Shell: SAC_2045 Sustainable War,ja,22.021,12/21/2021,7.2,43
9063,Ammonite,en,21.325,11/13/2020,7,509
9064,Village of the Damned,en,11.56,6/16/1960,7.2,392
9065,The Art of the Steal,en,15.113,9/20/2013,6.2,514
9066,Standoff,en,20.063,2/26/2016,6.1,303
9067,Bo Burnham: Inside,en,12.578,7/22/2021,8.1,420
9068,Aladdin 2,fr,15.617,10/3/2018,4.8,349
9069,Wuthering Heights,en,13.558,10/16/1992,6.6,259
9070,Whiteout,en,16.06,9/9/2009,5.6,696
9071,The Secret Scripture,en,14.364,3/23/2017,7.3,263
9072,Rockstar,hi,14.011,11/11/2011,7.2,174
9073,Let's Make Love,en,14.308,9/8/1960,6.5,150
9074,My Neighbor's Wife,ko,12.483,7/28/2016,3,4
9075,Mute,en,19.815,2/23/2018,5.6,1009
9076,Ragnarok,no,11.861,10/4/2013,5.6,197
9077,Regarding Henry,en,18.107,7/10/1991,6.6,530
9078,Half Brothers,en,16.872,12/4/2020,7.5,190
9079,Barbershop 2: Back in Business,en,15.607,1/20/2004,5.9,242
9080,The Beautician and the Beast,en,15.556,2/7/1997,6.8,329
9081,Valentine,en,13.806,2/2/2001,5.5,505
9082,Look Who's Talking Now!,en,9.421,11/5/1993,5.4,971
9083,Red River,en,14.806,8/26/1948,7.4,473
9084,Miami Blues,en,15.755,4/20/1990,6,162
9085,Proud Mary,en,12.063,1/12/2018,5.5,472
9086,Trick,en,15.866,10/18/2019,5.9,132
9087,Gangnam Daughter-in-law,ko,18.676,12/5/2019,5,2
9088,Dragons Forever,cn,14.054,2/11/1988,7.2,241
9089,Popstar: Never Stop Never Stopping,en,11.36,6/3/2016,6.6,1165
9090,The Cursed: Dead Man's Prey,ko,15.375,7/28/2021,7.6,114
9091,Deep Red,it,12.554,3/7/1975,7.8,1353
9092,Mary Shelley,en,12.561,8/6/2017,7,942
9093,Thesis,es,11.354,4/11/1996,7.4,749
9094,Bandits,en,17.055,10/12/2001,6.3,907
9095,No Good Deed,en,14.055,6/28/2002,5.3,170
9096,Irmão do Jorel Especial de Natal: Irmão do Noel,pt,14.691,12/9/2022,8.4,18
9097,The Sword,zh,15.716,10/18/2021,5.3,3
9098,Sahara,fr,14.109,2/1/2017,5.9,268
9099,Doc Hollywood,en,11.603,8/2/1991,6.3,558
9100,Jay and Silent Bob Strike Back,en,16.054,8/22/2001,6.4,1435
9101,Little Evil,en,15.51,8/8/2017,5.6,880
9102,Severance,en,11.254,5/19/2006,6.2,534
9103,Eden,en,19.105,3/11/2012,6.7,198
9104,Fall Guy,tl,15.022,5/12/2023,5.3,3
9105,Half Baked,en,16.803,1/16/1998,6.3,510
9106,The Little Vampire,en,14.103,10/27/2000,6.8,377
9107,Roxanne,en,14.052,6/19/1987,6.4,574
9108,In Her Shoes,en,16.802,10/7/2005,6.2,1132
9109,Zombie Holocaust,it,16.301,3/27/1980,5.5,144
9110,Rebel in the Rye,en,14.808,9/15/2017,6.6,228
9111,Supervixens,en,16.551,4/2/1975,5.8,117
9112,The Big Bus,en,12.731,6/23/1976,5.2,96
9113,Mistress America,en,12.605,8/14/2015,6.6,501
9114,Only God Forgives,en,13.054,5/30/2013,5.9,2299
9115,Nothing but Trouble,en,13.55,2/15/1991,5.3,320
9116,Dope,en,17.305,6/19/2015,7.1,1405
9117,Trespass,en,17.753,10/13/2011,5.5,1082
9118,The Rage: Carrie 2,en,14.051,3/11/1999,5.6,371
9119,Sabrina,id,15.108,7/12/2018,5.4,176
9120,Sabrina,id,15.108,7/12/2018,5.4,176
9121,Codename: Kids Next Door - Operation Z.E.R.O.,en,15.852,8/11/2006,8,178
9122,Brick,en,14.252,3/31/2006,6.8,1136
9123,I Am Mother,en,17.86,6/7/2019,6.7,2380
9124,The Fishbowl,es,14.124,5/26/2023,6.6,23
9125,Charlie Says,en,11.309,5/10/2019,5.9,195
9126,The African Doctor,fr,9.605,6/8/2016,6.8,622
9127,My Sassy Girl,ko,14.05,7/27/2001,7.5,521
9128,Stone Cold,en,15.661,5/17/1991,6.1,163
9129,The New World,en,17.5,12/25/2005,6.5,1069
9130,"Good Bye, Lenin!",de,13,2/13/2003,7.6,2257
9131,Game of Love,en,13.39,10/14/2022,6.4,157
9132,Sabel Is Still Young,en,21.911,12/2/2022,4.8,6
9133,The Resurrection of Charles Manson,en,12.882,3/16/2023,4.1,24
9134,I Still Know What You Did Last Summer,en,15.799,11/13/1998,5.3,1379
9135,Battlestar Galactica,en,15.297,9/16/1978,6.9,165
9136,Tokyo Gore Police,ja,12.549,10/3/2008,5.8,284
9137,Quigley Down Under,en,16.097,10/17/1990,6.6,341
9138,The Poughkeepsie Tapes,en,14.299,4/27/2007,6.6,531
9139,"The Good, the Bad, the Weird",ko,15.248,7/16/2008,7.2,675
9140,LEGO Scooby-Doo! Haunted Hollywood,en,12.35,1/28/2016,7.4,217
9141,Suburbicon,en,13.252,10/26/2017,5.9,1611
9142,Kundo: Age of the Rampant,ko,17.299,7/23/2014,6.8,106
9143,Steel Rain 2: Summit,ko,9.379,7/29/2020,7.2,54
9144,The Hobbit,en,14.294,11/27/1977,6.5,283
9145,The Plot to Kill My Mother,en,17.859,1/22/2023,5.4,7
9146,Accepted,en,16.046,8/18/2006,6.4,1482
9147,Coffee & Kareem,en,21.874,4/3/2020,5.5,385
9148,The Blackcoat's Daughter,en,12.3,3/31/2017,5.8,580
9149,Mutiny on the Bounty,en,12.545,11/8/1962,7,274
9150,A Christmas Story,en,17.594,11/18/1983,7.3,1153
9151,Prime,en,14.794,9/21/2005,6,764
9152,Everyone is There,ko,14.785,1/15/2020,7.9,31
9153,Lords of Chaos,en,10.802,9/20/2018,6.8,418
9154,Tai Chi Hero,cn,9.373,10/25/2012,6.2,85
9155,Woochi: The Demon Slayer,ko,12.845,12/23/2009,6.6,114
9156,Straw Dogs,en,18.596,9/16/2011,5.9,513
9157,"Maggie Simpson in ""Playdate with Destiny""",en,13.854,2/29/2020,7.4,339
9158,The Haunting,en,11.293,8/21/1963,7.1,574
9159,The Visitors,fr,18.042,1/27/1993,7.1,1796
9160,Body Brokers,en,15.029,2/19/2021,6.2,89
9161,Corner Office,en,16.525,8/4/2023,6.7,67
9162,Escape Room,en,17.599,6/19/2017,4.5,675
9163,Thelma,no,13.049,9/15/2017,6.9,946
9164,Halloweentown High,en,13.293,10/8/2004,6.5,285
9165,Norm of the North,en,14.546,1/14/2016,4.7,321
9166,In the Electric Mist,en,12.793,4/15/2009,6.1,391
9167,Just Another Christmas,pt,12.957,12/3/2020,7.3,387
9168,The Women,en,19.293,9/12/2008,5,316
9169,The Last Resort,tl,14.806,9/26/2023,8,1
9170,Selina's Gold,tl,20.059,10/28/2022,7,26
9171,"Faster, Pussycat! Kill! Kill!",en,14.791,8/6/1965,6.4,291
9172,The Outwaters,en,18.908,2/9/2023,4.4,52
9173,Eye of the Beholder,en,9.991,9/4/1999,5,141
9174,The House,en,12.547,6/29/2017,5.6,851
9175,Scoop,en,10.792,7/27/2006,6.6,1535
9176,HK: Forbidden Super Hero,ja,12.594,4/13/2013,6.3,166
9177,Godzilla vs. Hedorah,ja,12.79,7/24/1971,6.7,181
9178,Quills,en,12.591,11/22/2000,7.1,587
9179,The Last Song,en,15.691,3/31/2010,7.2,3231
9180,The Last Song,en,15.691,3/31/2010,7.2,3231
9181,Babette's Feast,da,12.289,8/11/1987,7.2,357
9182,A Christmas Prince: The Royal Wedding,en,16.348,11/30/2018,6.4,890
9183,The Little Prince,en,14.089,11/6/1974,6.7,105
9184,The Madagascar Penguins in a Christmas Caper,en,15.09,9/23/2005,6.8,331
9185,Devil's Knot,en,14.793,5/9/2013,6.1,624
9186,Bedevilled,ko,15.292,8/19/2010,7.2,369
9187,Come Away,en,12.354,11/12/2020,5.8,266
9188,Wendy Wu: Homecoming Warrior,en,13.09,6/16/2006,6.2,403
9189,Pontypool,en,12.79,3/6/2009,6.5,573
9190,The Doom Generation,en,10.788,10/27/1995,6.3,219
9191,A Good Woman Is Hard to Find,en,12.599,10/25/2019,6.1,153
9192,Lupin the Third: The Legend of the Gold of Babylon,ja,18.568,7/13/1985,6.3,51
9193,Somewhere in Time,en,15.787,10/2/1980,7.5,518
9194,Miss Meadows,en,13.791,9/12/2014,5.8,235
9195,Queens on the Run,es,15.409,4/14/2023,7,116
9196,Thunderbolt and Lightfoot,en,16.787,5/23/1974,6.7,476
9197,The Client List,en,17.59,7/19/2010,5.8,224
9198,Scooby-Doo! Moon Monster Madness,en,13.342,2/3/2015,7.8,156
9199,Lemonade Mouth,en,17.09,4/15/2011,7.4,1009
9200,Lemonade Mouth,en,17.09,4/15/2011,7.4,1009
9201,Narc,en,15.437,1/14/2002,6.7,473
9202,Crabs!,en,13.297,8/26/2021,4.1,23
9203,The Cured,en,16.393,11/24/2017,5.6,335
9204,Monster Hunt 2,zh,17.044,2/16/2018,6.7,118
9205,Children of Heaven,fa,15.487,8/1/1997,7.9,558
9206,Never Let Me Go,en,12.288,3/18/2010,6.9,2151
9207,Noroi: The Curse,ja,12.536,8/20/2005,6.9,285
9208,American Honey,en,11.291,9/30/2016,6.8,785
9209,An American Tail: Fievel Goes West,en,14.535,11/21/1991,6.3,675
9210,Castaway on the Moon,ko,15.037,5/14/2009,8,627
9211,Happy Ending,nl,14.445,9/1/2023,5.9,57
9212,The NeverEnding Story III,en,12.234,10/26/1994,4.4,352
9213,The Double,en,11.538,4/3/2014,6.5,913
9214,Only You,en,13.284,3/4/1994,6.8,472
9215,Dark Angel,en,17.234,1/26/1990,6,265
9216,Henry & June,en,13.584,9/28/1990,6.2,174
9217,"Don't Worry, I'm Fine",fr,10.586,9/6/2006,7.2,542
9218,Hellboy Animated: Blood and Iron,en,18.585,3/10/2007,6.3,105
9219,The Duke,en,15.603,7/23/2021,7.1,263
9220,Forsaken,en,12.038,9/16/2015,6.1,319
9221,18 Presents,it,12.094,1/2/2020,7.4,641
9222,Mishima: A Life in Four Chapters,ja,12.282,5/15/1985,7.8,238
9223,Killers Anonymous,en,16.842,6/27/2019,4.8,180
9224,The Place Promised in Our Early Days,ja,13.283,11/20/2004,6.6,471
9225,La Casa,es,15.684,1/30/2020,6.3,88
9226,Down with Love,en,20.783,5/8/2003,6.1,669
9227,Poetic Justice,en,17.832,7/23/1993,6.9,234
9228,Le Cercle Rouge,fr,14.531,10/19/1970,7.6,572
9229,When the Game Stands Tall,en,10.785,8/22/2014,6.7,323
9230,The Forger,en,12.835,9/10/2014,5.8,346
9231,"Yours, Mine & Ours",en,14.782,11/23/2005,6.2,784
9232,Bent,en,15.289,3/9/2018,5.3,165
9233,Bajrangi Bhaijaan,hi,12.235,7/17/2015,7.8,447
9234,All My Life,en,19.045,10/23/2020,7.8,450
9235,Memories of Matsuko,ja,14.532,5/27/2006,7.7,141
9236,The Vampire Lovers,en,10.529,10/4/1970,6.3,172
9237,Freelancers,en,11.782,8/10/2012,5.1,215
9238,The Exorcism of Molly Hartley,en,13.534,10/9/2015,4.9,201
9239,Catering Christmas,en,15.042,10/29/2022,6.3,89
9240,Catering Christmas,en,15.042,10/29/2022,6.3,89
9241,The Three Caballeros,en,15.279,12/21/1944,6.3,658
9242,Beetlejuice 2,en,19.162,9/5/2024,0,0
9243,Spycies,fr,14.54,1/11/2020,7.5,196
9244,Stakeout,en,12.278,8/5/1987,6.5,366
9245,All About Anna,en,14.135,11/24/2005,3.6,98
9246,Homestead,en,13.39,3/3/2023,5,10
9247,Maborosi,ja,13.778,10/1/1995,7.4,142
9248,Weathering,en,21.727,4/7/2023,5,26
9249,Justice Society: World War II,en,19.846,4/27/2021,7.5,519
9250,Slaughterhouse Rulez,en,12.287,10/31/2018,5.6,415
9251,Lost and Delirious,en,19.529,1/21/2001,6.8,466
9252,The Sons of Katie Elder,en,21.725,6/23/1965,7.1,255
9253,The Adventurers,cn,9.335,8/11/2017,6,163
9254,Palo Alto,en,16.332,12/29/2013,6.1,822
9255,The Return of Swamp Thing,en,11.227,5/11/1989,5.6,227
9256,Peeping Tom,en,16.978,5/16/1960,7.4,719
9257,Chasing Liberty,en,17.778,1/9/2004,6.2,581
9258,Intruders,en,11.032,1/15/2016,5.9,441
9259,Bait,en,19.778,3/17/2000,5.7,176
9260,New York Minute,en,14.578,5/7/2004,6.2,841
9261,Curse of the Golden Flower,zh,14.278,12/14/2006,6.8,676
9262,Vicky and Her Mystery,fr,14.851,12/15/2021,7.1,476
9263,City of Lies,en,13.585,9/6/2018,6.4,534
9264,This Is Where I Leave You,en,21.53,9/10/2014,6.6,1226
9265,"Angus, Thongs and Perfect Snogging",en,15.578,7/25/2008,6.5,758
9266,Mother's Friend,ko,13.233,5/1/2017,5.6,5
9267,Satanic Panic,en,11.586,10/28/2019,5.3,114
9268,Bullets Over Broadway,en,13.275,10/14/1994,7.1,556
9269,Money Plane,en,14.34,9/29/2020,5.7,270
9270,We Have Always Lived in the Castle,en,9.785,5/17/2019,5.5,270
9271,Fahrenheit 451,en,11.776,9/7/1966,7.1,884
9272,Live Flesh,es,13.976,10/10/1997,7.1,615
9273,Love Lies Bleeding,en,14.111,3/8/2024,0,0
9274,The Right Stuff,en,13.525,10/20/1983,7.4,791
9275,The Sentinel,en,11.777,4/19/2006,6,718
9276,The Iceman,en,15.527,9/1/2012,6.5,938
9277,PlayTime,fr,13.775,12/16/1967,7.7,516
9278,Raymond & Ray,en,20.266,10/14/2022,6.5,144
9279,Bottle Rocket,en,11.024,2/21/1996,6.7,975
9280,The Man Who Knew Too Little,en,15.025,11/14/1997,6.3,447
9281,Untitled Gladiator Sequel,en,21.687,11/20/2024,0,0
9282,Maniac,en,13.024,11/14/1980,6.4,398
9283,Darkman,en,17.774,8/24/1990,6.4,1224
9284,The Sky Is Everywhere,en,13.271,2/11/2022,5.8,64
9285,Windstorm,de,15.077,3/21/2013,7.4,259
9286,Cinderfella,en,12.324,12/18/1960,6.2,102
9287,Big Fat Liar,en,16.024,2/8/2002,5.8,752
9288,Elizabeth,en,13.024,9/13/1998,7.2,1299
9289,The Shamer's Daughter 2: The Serpent Gift,da,13.205,2/28/2020,6.6,54
9290,Joe Versus the Volcano,en,12.273,3/9/1990,5.7,482
9291,Parenthood,en,10.773,7/31/1989,6.7,581
9292,Welcome to Smelliville,en,13.042,5/6/2021,6.9,65
9293,Bigbug,fr,12.1,2/11/2022,5.3,371
9294,Hitman: Agent Jun,ko,15.865,1/22/2020,7.3,51
9295,Clockstoppers,en,12.774,3/29/2002,5.3,291
9296,The F**k-It List,en,13.337,7/1/2020,6.1,467
9297,Bajirao Mastani,hi,12.478,12/18/2015,7.3,264
9298,Wolves,en,13.277,8/28/2014,5.9,271
9299,Innocent Voices,es,17.074,1/28/2005,8.1,415
9300,Out of the Past,en,11.523,11/25/1947,7.6,536
9301,Warlock,en,14.073,5/15/1959,6.7,140
9302,Hellraiser: Bloodline,en,12.772,3/8/1996,5.2,479
9303,Everyone Says I Love You,en,10.472,12/6/1996,6.5,599
9304,Are You Here,en,20.336,9/7/2013,5.2,251
9305,How to Make an American Quilt,en,13.522,10/6/1995,6.4,171
9306,Beat the Devil,en,9.287,11/26/1953,6.2,127
9307,Confessions of a Dangerous Mind,en,12.023,12/31/2002,6.7,1053
9308,The Moment You Fall in Love,ja,14.828,12/17/2016,7.6,128
9309,Stargirl,en,17.334,3/10/2020,7.5,534
9310,Take Down,en,10.577,5/5/2016,5.9,171
9311,Puella Magi Madoka Magica the Movie Part I: Beginnings,ja,19.024,10/5/2012,7.5,107
9312,Security,it,14.09,6/7/2021,5.6,171
9313,3 Men and a Baby,en,12.321,11/27/1987,6.2,934
9314,Malibu Rescue: The Next Wave,en,10.595,8/4/2020,6.4,92
9315,Mank,en,12.487,11/13/2020,6.7,1495
9316,Hamilton,en,17.885,7/3/2020,8.2,1268
9317,One Eight Seven,en,12.322,7/29/1997,6.6,533
9318,Shining Through,en,10.32,1/31/1992,6.6,176
9319,Tiger House,en,9.575,8/24/2015,5.5,255
9320,Tiger House,en,9.575,8/24/2015,5.5,255
9321,Maximum Conviction,en,10.773,10/25/2012,5,115
9322,Rabid,en,12.269,4/8/1977,6.4,442
9323,Beyond Borders,en,11.82,10/23/2003,6.4,383
9324,Raising Helen,en,11.77,5/27/2004,6.1,633
9325,Rising High,de,14.532,4/17/2020,6.6,263
9326,Row 19,ru,14.313,11/11/2021,5.6,99
9327,The Thirteenth Year,en,18.32,5/15/1999,6.6,208
9328,City of the Living Dead,it,14.469,8/11/1980,6.3,351
9329,Barb Wire,en,13.019,5/2/1996,3.9,384
9330,Smokey and the Bandit II,en,15.218,8/15/1980,5.6,257
9331,A Chorus Line,en,13.218,12/10/1985,6.2,163
9332,Battle Beyond the Stars,en,11.268,9/8/1980,5.3,170
9333,Kidnapping Mr. Heineken,en,14.023,3/12/2015,6,599
9334,Lola's Secret,it,17.507,5/4/1984,7.9,33
9335,Jan Dara: The Finale,th,14.14,2/7/2013,5.6,19
9336,Delta Force 2: The Colombian Connection,en,9.767,8/24/1990,5.4,172
9337,StreetDance 2,en,12.32,3/30/2012,6.2,370
9338,Ploey: You Never Fly Alone,en,13.535,4/12/2018,6.1,82
9339,Holy Spider,fa,15.051,7/13/2022,7.4,284
9340,Monster High: Welcome to Monster High,en,11.522,8/27/2016,6.9,121
9341,12 Rounds,en,19.718,3/19/2009,5.9,717
9342,The Clovehitch Killer,en,15.275,11/16/2018,6.4,625
9343,Taxi 5,fr,17.524,4/7/2018,5.5,938
9344,The Collini Case,de,13.876,4/18/2019,7.4,334
9345,XX/XY,en,16.497,1/11/2002,5.8,41
9346,Jackass 3D,en,19.519,10/15/2010,6.6,1281
9347,Beauty Shop,en,10.817,4/22/2005,6.3,470
9348,Mr. Jones,en,14.276,10/3/2019,6.7,342
9349,Kill the Irishman,en,11.768,3/10/2011,6.7,573
9350,Frozen 3,en,17.065,,0,0
9351,Bottle Shock,en,9.567,9/5/2008,6.3,188
9352,Badges of Fury,zh,12.319,6/18/2013,5.3,125
9353,Be Careful What You Wish For,es,10.578,4/24/2020,6.7,135
9354,Youthful Older Sister,ko,17.663,3/15/2018,8.3,3
9355,Guns of the Magnificent Seven,en,12.576,7/14/1969,5.2,77
9356,The Philadelphia Story,en,13.516,12/5/1940,7.6,785
9357,Headshot,id,12.821,9/24/2016,6.4,407
9358,Whale Rider,en,11.516,1/30/2003,7.1,356
9359,Straw Dogs,en,11.765,11/25/1971,7.1,868
9360,The Watcher in the Woods,en,18.014,4/17/1980,6,127
9361,Sorcerer,en,14.264,6/24/1977,7.4,451
9362,Spartacus,en,15.655,3/17/2004,6.7,63
9363,Missing in Action,en,15.514,11/16/1984,5.8,440
9364,Minnal Murali,ml,13.039,12/16/2021,7.2,294
9365,The Vikings,en,14.515,6/11/1958,7,283
9366,Dead Like Me: Life After Death,en,13.316,2/17/2009,6.3,246
9367,My Left Foot: The Story of Christy Brown,en,10.263,4/7/1989,7.5,837
9368,Let It Snow,en,14.024,11/8/2019,6.1,1107
9369,The Prince and the Showgirl,en,19.514,6/13/1957,6.4,165
9370,The Great Muppet Caper,en,10.263,6/26/1981,6.8,271
9371,Save the Last Dance,en,15.214,1/12/2001,6.5,1209
9372,Taking Lives,en,14.464,3/19/2004,6.4,1490
9373,The Purple Rose of Cairo,en,12.763,3/1/1985,7.4,939
9374,Shut In,en,15.519,11/11/2016,5.3,665
9375,Above the Rim,en,12.063,3/23/1994,6.9,178
9376,Blood and Black Lace,it,11.014,4/10/1964,7.3,365
9377,Man of Tai Chi,en,14.866,7/4/2013,6.1,846
9378,The Sugarland Express,en,12.262,4/5/1974,6.6,345
9379,Me and Earl and the Dying Girl,en,15.167,6/12/2015,7.5,2441
9380,Muppets from Space,en,21.581,7/14/1999,6.1,299
9381,Orbiter 9,es,11.318,4/7/2017,5.8,263
9382,Imagine That,en,10.814,6/19/2009,5.9,535
9383,Sator,en,13.522,7/21/2019,5.1,103
9384,Mandingo,en,17.511,6/6/1975,6.6,113
9385,Theorem,it,14.512,9/7/1968,7.1,361
9386,Girls Just Want to Have Fun,en,17.76,4/12/1985,6.2,158
9387,Meet Bill,en,13.512,9/7/2007,6.1,298
9388,Conor McGregor: Notorious,en,10.067,11/3/2017,7,163
9389,Madea's Family Reunion,en,17.312,2/24/2006,6.4,191
9390,Sissi,de,15.311,12/22/1955,7.4,452
9391,House,en,16.96,2/27/1986,6.1,504
9392,All Cheerleaders Die,en,14.263,10/31/2013,5.2,366
9393,Madea Goes to Jail,en,13.811,2/16/2009,6.6,177
9394,Aranam,ta,9.236,1/5/2024,10,1
9395,Tenderness,en,17.061,1/15/2009,5.1,103
9396,Major League,en,18.259,2/16/1989,6.9,711
9397,Logan's Run,en,16.459,6/23/1976,6.6,856
9398,Needful Things,en,13.459,8/27/1993,6.2,489
9399,Pi,en,14.76,7/10/1998,7.1,2071
9400,Pi,en,14.76,7/10/1998,7.1,2071
9401,Ghost in the Shell: Stand Alone Complex – Solid State Society,ja,13.811,9/1/2006,7.4,242
9402,Saga of Tanya the Evil: The Movie,ja,21.547,2/8/2019,8.1,149
9403,Dr. Dolittle 3,en,17.561,4/25/2006,5.1,422
9404,Always,en,11.759,12/22/1989,6.3,540
9405,Monster High: Freaky Fusion,en,17.263,10/6/2014,7.7,105
9406,Padmaavat,hi,13.916,1/25/2018,6.9,253
9407,Peaceful Warrior,en,13.76,3/30/2006,7.4,382
9408,Green Street Hooligans,en,15.359,9/9/2005,7.3,2196
9409,Under the Shadow,fa,13.564,9/30/2016,6.5,616
9410,The Rocky Horror Picture Show: Let's Do the Time Warp Again,en,11.264,10/20/2016,5.1,190
9411,Mighty Morphin Power Rangers: Once & Always,en,12.081,4/19/2023,6.6,228
9412,Without Saying Goodbye,es,13.786,3/18/2022,7.2,127
9413,Doraemon: Nobita's Little Star Wars 2021,ja,14.785,3/4/2022,6,104
9414,Jane Got a Gun,en,13.762,12/31/2015,5.8,778
9415,Innocent Witness,ko,11.207,2/13/2019,7.7,68
9416,Scooby-Doo! and the Goblin King,en,17.809,9/23/2008,7.8,234
